% Device,CC1747002
% File name,CC1747002_20180606_165416
% Cast time (UTC),2018-06-06 16:54:16
% Cast time (local),2018-06-06 18:54:16
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,60.0512764
% Start longitude,2.6163585
% Start altitude,55.590000152587891
% Start GPS horizontal error(Meter),1.2999999523162842
% Start GPS vertical error(Meter),1.7200000286102295
% Start GPS number of satellites,10
% End latitude,60.0540693
% End longitude,2.6216973
% End altitude,66.889999389648438
% End GPS horizontal error(Meter),14.510000228881836
% End GPS vertical error(Meter),9.2899999618530273
% End GPS number of satellites,5
% Cast duration (Seconds),309.4
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2017-12-06
% Temperature calibration date,2017-11-30
% Pressure calibration date,2017-11-29
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.1493793940117279,12.42994704393714,35222.097891544472,47050.691589543283,30.033241079681723,1492.3787955863672,1022.6571721475516
0.44999999999999996,0.44795621842648259,12.498871940899985,36848.637829452222,49132.995103862639,31.519739560362392,1494.3845879783,1023.7968923394075
0.74999999999999989,0.74636690300190112,12.526890481908508,36926.484430354067,49200.032238423948,31.570139301493082,1494.5447245275532,1023.8319784187705
1.05,1.0447739511748846,12.53038587518231,36915.526953425593,49180.8518518813,31.556670556367038,1494.5455612898061,1023.8222328916069
1.35,1.3431831854388423,12.530791274819361,36907.670908610547,49169.854478092384,31.548743999345557,1494.5424722449616,1023.8173663639427
1.65,1.6415907830041274,12.528716239114937,36925.986533611911,49196.9753219605,31.567775947637216,1494.562964796125,1023.8338525012294
1.9500000000000002,1.9399957230944342,12.529519266747307,36928.097318549306,49198.734809359943,31.568989325921905,1494.5720827698885,1023.8359904261642
2.25,2.2384004929306376,12.53075193844383,36927.005702272356,49195.664615031281,31.566797927356163,1494.5786180549435,1023.8354094674359
2.55,2.5368046467242249,12.528752182034907,36930.074507054269,49202.374659199,31.571274329362669,1494.582080240941,1023.8406064373486
2.85,2.8352079026421197,12.528456942152518,36929.866896608008,49202.485134857539,31.571205586520655,1494.5859407141006,1023.8419594415857
3.15,3.133610179584331,12.527830359156859,36935.257261147948,49210.488466375835,31.576736717266208,1494.5953252340551,1023.8477129996799
3.4499999999999997,3.4320121190949644,12.528187241775301,36929.81506032429,49202.769670706446,31.571144300018105,1494.5948430328026,1023.8446636228296
3.75,3.730414327110398,12.528701079629096,36930.859580583667,49203.487621677981,31.571586763501017,1494.6020620960524,1023.8462591481296
4.05,4.0288159956849,12.52744976258702,36931.1122723808,49205.464941024671,31.572758131506877,1494.6041440765275,1023.8487540457625
4.35,4.3272170425773622,12.527469642897607,36932.359854578783,49207.101099565538,31.573808266874146,1494.6104050877534,1023.8509139400893
4.6499999999999995,4.6256176755760476,12.527729830672424,36932.400132623639,49206.81360058955,31.573508956425304,1494.6158806126814,1023.851982960316
4.9499999999999993,4.9240181035606065,12.52658303316713,36930.370553252069,49205.613152431026,31.572422980827252,1494.6156369239661,1023.8527094772597
5.2499999999999991,5.2224182053676573,12.526751630509835,36931.435487371738,49206.810985134543,31.573174661790649,1494.622049261279,1023.8546099576171
5.55,5.5208178632124074,12.526852586246477,36931.926691701447,49207.333078123542,31.573437698918394,1494.6276512018249,1023.8561447519558
5.85,5.8192172117349363,12.52702060690406,36931.736294068316,49206.859080192706,31.572996476833961,1494.632644774224,1023.8571212990623
6.1499999999999995,6.1176161740527766,12.527049064984974,36932.86132813603,49208.320729109291,31.573922919002502,1494.638788111524,1023.8591836936071
6.4499999999999993,6.4160146303220049,12.526910280587364,36933.437872288152,49209.270888727791,31.574468330801821,1494.6439101381566,1023.8609826579673
6.7499999999999991,6.7144128485096033,12.526196036514538,36931.2185622348,49207.250484833581,31.572838914269518,1494.6444919910996,1023.8612061732196
7.0499999999999989,7.0128108043156079,12.526330626883004,36932.333390107262,49208.55939436,31.573666580640076,1494.6508789942493,1023.8631718995249
7.35,7.31120838025974,12.527208747201357,36933.025189298685,49208.329665676261,31.573467959524688,1494.6585757317937,1023.8642016120806
7.6499999999999995,7.6096055020565485,12.527753986093346,36935.300831550048,49210.646665981069,31.575054395250756,1494.6672604972803,1023.8666771280356
7.9499999999999993,7.9080019715280558,12.526871342368507,36935.831179740591,49212.510740323,31.576180331973845,1494.6705423239614,1023.8690668361129
8.25,8.2063981997836919,12.5257824851188,36932.411528337929,49209.3823000011,31.573724310368618,1494.668868335483,1023.8687211388293
8.5499999999999989,8.5047946803772074,12.52537748451581,36928.887069521261,49205.217302290061,31.570594567192177,1494.6687198366449,1023.8677238520323
8.85,8.803191264510998,12.527167205519486,36930.1374127719,49204.536556839055,31.570161882935555,1494.6792390613441,1023.8683992730072
9.1499999999999986,9.101587720831203,12.527687654258017,36929.824550361373,49203.437326854844,31.569308534425971,1494.6849418101363,1023.8689896435966
9.45,9.3999840440330029,12.527869502162298,36929.290427233478,49202.487267636752,31.568529057760887,1494.6895807479521,1023.8697014694777
9.75,9.6983793503424973,12.52657057211591,36935.139294720509,49211.983311586082,31.57506010991569,1494.6978666271725,1023.8763567659902
10.049999999999999,9.9967738983489181,12.526125329999774,36931.479915435666,49207.691429191167,31.571835988964196,1494.6974692214872,1023.8752940131225
10.35,10.295168513727081,12.526419934065105,36931.451028021009,49207.266630963641,31.571442117170925,1494.7029496717032,1023.8762830984125
10.649999999999999,10.593562877730475,12.527182569693448,36932.1401457326,49207.184788178856,31.571337964544995,1494.7103660127764,1023.8774077649047
10.95,10.891956878642503,12.52741729524281,36933.084234701266,49208.134873943367,31.571919267311589,1494.7168010789903,1023.8791635194795
11.25,11.190350659756142,12.528942794240948,36933.308007303742,49206.432765501973,31.570732508666492,1494.725525936276,1023.8793048265087
11.549999999999999,11.488744251321222,12.529961079629663,36934.864055648439,49207.170741905953,31.571237857424251,1494.7345354986433,1023.8808529929786
11.85,11.787137581411894,12.530585342997103,36934.730194255928,49206.173920156623,31.570467597270813,1494.740689978242,1023.8814879000288
12.149999999999999,12.085529717237602,12.528237269284116,36941.140650618923,49217.793505124588,31.578412775726633,1494.7470878350371,1023.889437532187
12.45,12.383919609036378,12.522789897067638,36943.863655387213,49228.567167755209,31.585455925033816,1494.7418731959401,1023.8972767506441
12.75,12.682303290859979,12.515756183258773,36981.87602223373,49288.45874994879,31.627393396439537,1494.7727118699074,1023.9324454579416
13.049999999999999,12.980674133476519,12.50567983397376,37041.042819567228,49380.5777998648,31.692043341037547,1494.820187962237,1023.9857865540084
13.35,13.279024018193436,12.497393451420171,37153.137392881574,49540.960015014651,31.805622778898126,1494.9319019227382,1024.0766951310279
13.649999999999999,13.577354591466534,12.495491059070485,37206.2501312165,49614.299053453768,31.857695703236576,1494.9922570400906,1024.118746834781
13.95,13.875675654941434,12.491748089282066,37232.2698147749,49653.952819312079,31.885534881636886,1495.017557985813,1024.1423752020714
14.249999999999998,14.173988719889634,12.484125995164924,37264.730260787168,49707.348472782774,31.922813920695347,1495.0408870421768,1024.1740549503138
14.549999999999999,14.472288133898807,12.482338478974649,37345.533812466594,49817.507828940834,32.001234954491125,1495.1329627527161,1024.2365016994982
14.85,14.7705773660616,12.479733301839467,37351.47766286644,49828.9000111872,32.008999853338253,1495.1382804653103,1024.2443627160615
15.149999999999999,15.068864927012145,12.478836249697626,37354.166472772704,49833.679765168905,32.012206968011881,1495.1439891843229,1024.2483675010733
15.45,15.367151320293926,12.477705333386552,37357.125032930009,49839.130625282538,32.015870690623821,1495.1494453709911,1024.2527705460398
15.749999999999998,15.665436442334093,12.4753388954276,37359.085037786979,49844.892853450881,32.019635156856452,1495.1508195511137,1024.2574866972609
16.05,15.963720619180624,12.473188316134296,37357.838897944683,49846.090733971585,32.020158534570889,1495.149074828289,1024.2596506138791
16.35,16.262004105824982,12.473220006569164,37360.1886862268,49849.183870077686,32.02225166364429,1495.1566178874434,1024.2626156089164
16.650000000000002,16.560286842424471,12.474724276214094,37363.705660904016,49851.875340707251,32.024202952689919,1495.1690005062933,1024.2651905307523
16.95,16.858569334963178,12.474744464121962,37361.339118057207,49848.690968162133,32.021808225821516,1495.1711696873772,1024.2646805655377
17.25,17.156851370184551,12.476720292557918,37367.381522063923,49854.12441424909,32.025765801913813,1495.1875406490819,1024.2687201011413
17.55,17.455132178972043,12.477786400725698,37373.368676963764,49860.693848556766,32.030445701638207,1495.2016762605358,1024.2734923029523
17.85,17.753410997789764,12.4753168779824,37381.390518479326,49874.682367851761,32.040079896027315,1495.2096778213522,1024.2827758447336
18.150000000000002,18.051688029054493,12.472024427513821,37380.476890560793,49877.845488265368,32.04189504115579,1495.2055857698128,1024.2861579630364
18.45,18.349963091414896,12.472343359755396,37393.393835614814,49894.656275719637,32.053822003209405,1495.2257960696047,1024.296687283741
18.75,18.648232098541335,12.459671598797868,37419.641610579842,49946.569221632861,32.089557765959348,1495.2301292165198,1024.3281361218906
19.05,18.946493470388237,12.45168431292905,37437.654263268123,49981.26913392773,32.113452424855936,1495.2363162637464,1024.3495193459974
19.35,19.244750780140574,12.445839580801486,37438.557450736509,49990.276449738478,32.119190702489867,1495.2282018324136,1024.3564266621891
19.650000000000002,19.542998822855569,12.387826867800825,37447.159194722888,50079.347118959144,32.176962800814174,1495.1043537416413,1024.4135664826176
19.95,19.841210173061778,12.236973859930217,37534.423834938723,50399.401380100579,32.390405099208117,1494.8486919782308,1024.6089180420222
20.25,20.139348471853545,12.052746078467724,37730.804023646822,50914.990138306013,32.739957326881431,1494.6397858884041,1024.9160467377119
20.55,20.437404055464473,11.901206985323709,37901.965871086592,51355.99749645168,33.039308453882747,1494.4818547342538,1025.1780723453971
20.85,20.735368157082149,11.693516177341007,38144.7108247998,51977.4537829042,33.461459144289819,1494.2762535885188,1025.545897711773
21.150000000000002,21.033247942241992,11.507199872441664,38205.206996295543,52325.578419855286,33.689501487009906,1493.9099710090766,1025.7588881433314
21.45,21.3310680291916,11.326285317839503,38251.446887593411,52649.818929887224,33.900482862059405,1493.5398935248011,1025.9574709306348
21.75,21.628832322132364,11.122597094116079,38253.527927422168,52949.581432024424,34.090505885056423,1493.0629413745219,1026.1437199914037
22.05,21.926544264677162,10.978868801991744,38309.788918608741,53239.290442183046,34.280217365686831,1492.7932941097918,1026.3187063410951
22.35,22.224206387455663,10.80643033799902,38323.50769140858,53514.839834143357,34.455656174822771,1492.4041517565902,1026.4876309391423
22.650000000000002,22.521831287803415,10.680564050015216,38287.576155036266,53653.266385260431,34.538318893070318,1492.0652757469668,1026.575820940657
22.95,22.819418838185328,10.490006446838379,38279.638671875,53930.165847131218,34.711279491579127,1491.6054247778018,1026.7457102478825
23.25,23.116966326340403,10.321011691216686,38216.3080652967,54098.54677916826,34.808677274259438,1491.1280876752094,1026.8526655624992
23.55,23.414481198103097,10.167530059814453,38185.29296875,54290.552825010462,34.924673887438523,1490.7266259468474,1026.971237148505
23.85,23.71197380166355,10.109855787667405,38161.229757777248,54345.46639633544,34.955690466995165,1490.5631102824577,1027.0067846342488
24.150000000000002,24.009455342126877,10.05089518018965,38142.753373001833,54410.526716817869,34.993731672312158,1490.4032814028824,1027.0480133246188
24.45,24.306923196682067,9.9738569259643555,38118.75390625,54496.068287439717,35.0437551323831,1490.1929276487747,1027.1016785052332
24.75,24.604377327842275,9.91832381922498,38104.467192050812,54562.27994980623,35.082961327107952,1490.0462319988283,1027.1431736867683
25.05,24.901822188135494,9.8773065097085375,38083.8471799052,54596.886903098552,35.101591873567877,1489.926428835736,1027.166095553353
25.35,25.199260566029295,9.8472129262119026,38075.048861284216,54631.411903596389,35.121749613160176,1489.8476778487848,1027.1883355964162
25.650000000000002,25.496694889707712,9.8295685488832483,38060.673994879864,54638.4517245193,35.124037978851653,1489.7918863597465,1027.1944875092609
25.95,25.794127347247269,9.8102182076015367,38045.537411518533,54647.082624737028,35.127207187171045,1489.7309967177446,1027.2016151040621
26.25,26.091557374176958,9.7784307922027729,38019.618302747243,54659.766753005912,35.131418117185774,1489.6265118343797,1027.211666137646
26.55,26.388983677194357,9.7355321624419133,37988.299203836184,54682.189733242885,35.140922364076047,1489.4883052341793,1027.2277274178457
26.85,26.68640722574489,9.7119838158667875,37963.644543440452,54683.772533460527,35.138377020919805,1489.4051169608088,1027.2310823906214
27.150000000000002,26.983829057633695,9.6947949145784413,37953.225375234688,54695.849144920416,35.144298834409767,1489.3552003707414,1027.23997537836
27.45,27.281249085818157,9.66703919194581,37924.468968739806,54698.165538103982,35.1416266006336,1489.2565587575405,1027.2439316952646
27.75,27.578668875416984,9.64947441204929,37900.240136015636,54690.930784848941,35.133645903372205,1489.1882228285517,1027.2420133805897
28.05,27.876088690251372,9.6280173975278878,37876.541342709381,54690.600544479057,35.130015219654709,1489.1110877411579,1027.2441472975449
28.35,28.173510490441512,9.5993132186625374,37822.740489174321,54658.224355697756,35.102331513199879,1488.978250667205,1027.2286891890644
28.65,28.47093354113186,9.58137033784515,37809.410007791288,54667.310228613809,35.105962888508842,1488.9226244275662,1027.2358991454353
28.95,28.76835425731538,9.5654332639062147,37800.9842297334,54680.327512639342,35.112708556360708,1488.878051069687,1027.2452050707886
29.25,29.065772307170874,9.5389389575957679,37780.629911644239,54692.806223764383,35.117447348424534,1488.7927119406406,1027.2547074330555
29.55,29.363188230842777,9.5255107850762233,37770.493194781724,54699.398120285252,35.119965469014858,1488.7520128268498,1027.2602823809839
29.85,29.660602231807147,9.5113267664863521,37762.597927328425,54710.440695081241,35.125549195211711,1488.7123062735936,1027.2683793877679
30.15,29.958013821989947,9.49046218894325,37748.055164112753,54722.454801162108,35.130795310021277,1488.6479106034262,1027.2773261780599
30.45,30.255422659298702,9.4727817042267759,37739.046223310521,54737.454243043088,35.138660666071829,1488.5982532616279,1027.2877867314094
30.75,30.552829204943556,9.4642033576965332,37734.7275390625,54744.813259459246,35.142459654086863,1488.5766711902693,1027.2935476150985
31.05,30.850233978984821,9.4560225333059424,37732.229454675122,54754.186177760836,35.147759571975683,1488.5583658542405,1027.30041564362
31.35,31.147636282681791,9.4452515340839778,37731.328148678862,54769.999445849993,35.157265035449953,1488.5357893631797,1027.3110039921166
31.65,31.44503710048464,9.4381828341010063,37721.737235733191,54767.316582077,35.15410771974804,1488.5111583676819,1027.311070988407
31.950000000000003,31.74243877049614,9.4408398229472184,37716.409723359175,54755.3571824191,35.145820542434386,1488.5156061585815,1027.3055063567301
32.25,32.039839318350865,9.4270754914357973,37715.901172979175,54776.510398569168,35.158678228860367,1488.4862351717814,1027.3192135726433
32.55,32.337237306837025,9.41794825090073,37709.231735841066,54781.347599437744,35.160579075732024,1488.4602990377875,1027.3235781767696
32.85,32.634633921151917,9.4098498161995927,37705.16652194885,54788.333461714035,35.164175511484459,1488.4401763528058,1027.3290974140766
33.15,32.932029891392624,9.4013934090234237,37693.068001962922,54784.216955694734,35.1597721561589,1488.408944485898,1027.3284179254131
33.45,33.229425949945579,9.3935623433417774,37683.0915946279,54782.18746061781,35.156958322149336,1488.3819291354862,1027.3288772186045
33.75,33.526820285483119,9.3821398535035136,37682.967801874016,54800.207262309406,35.167925130811248,1488.3587173114597,1027.3407121081254
34.05,33.824212825539504,9.3741717729653669,37673.451741606274,54799.068309822855,35.16572399724442,1488.3319400022624,1027.3416720774037
34.35,34.121605258974121,9.3688612722594442,37666.017955539995,54796.720870618177,35.16307284966571,1488.3142852248293,1027.3418387085258
34.65,34.418997170189385,9.3632539111137625,37662.745388788608,54800.900820116636,35.165043669772658,1488.3012107529346,1027.3456700769341
34.95,34.716388506099172,9.3599101011918542,37658.024068253973,54799.3634985496,35.163278694813563,1488.2918016570127,1027.3462034856841
35.25,35.013778877664933,9.35400523227922,37657.710686360748,54808.326469859981,35.168622849467525,1488.281773449703,1027.3527228209589
35.55,35.31116833289353,9.34442893488172,37645.421624668728,54805.717829878333,35.165114730829977,1488.24751135656,1027.3529245455391
35.85,35.608556862722558,9.3421664272991176,37649.369408153609,54815.076223941345,35.171310667565507,1488.2517961901278,1027.3595065782522
36.15,35.905943346649678,9.3290877493840618,37642.560005499545,54826.0418108182,35.176958477383458,1488.2159794893908,1027.3674502346444
36.45,36.203328237671016,9.3146295148882547,37628.656430169358,54828.88342688245,35.176575953156572,1488.1677230928278,1027.3709024905852
36.75,36.500711289070544,9.293555932831385,37614.758963367523,54842.313577864552,35.182718704018924,1488.1033115334824,1027.3805510174302
37.05,36.798093203638217,9.2669503115777481,37580.976270076586,54835.60096297675,35.173576571805043,1487.999913157716,1027.3791473736321
37.35,37.0954752447972,9.2582786112119688,37570.625936964621,54834.375018289153,35.171186101427445,1487.9702464904681,1027.3800662810522
37.65,37.392863061061661,9.26550337714002,37527.848990814105,54760.393533063543,35.119300437878231,1487.9379187446646,1027.3396354880144
37.95,37.690258820297544,9.2651912538359049,37508.734040438721,54732.999682643989,35.099529289856925,1487.917460997244,1027.32557671068
38.25,37.987657976516836,9.2556979006730788,37485.281339885973,54713.936129074515,35.084265365775785,1487.868990638729,1027.3165561415515
38.55,38.285058437180496,9.23614125189255,37461.860368820518,54710.985232235616,35.078925797496041,1487.7959024741876,1027.3169545391286
38.85,38.582458674172415,9.2145951223022031,37437.57094469267,54709.942951056029,35.074629029608538,1487.7167800242312,1027.3184913527457
39.15,38.879853935981096,9.170357798655866,37426.110901875487,54764.002066357774,35.106079000431905,1487.598436666269,1027.3517177210883
39.45,39.177243558476412,9.1313282841907384,37387.478568109771,54770.03159210075,35.10401174940958,1487.4578648226379,1027.3578432525933
39.75,39.474630532107909,9.1139574749693981,37381.458004433087,54789.096269263347,35.114703040006063,1487.4122570058371,1027.3704094552015
40.05,39.77201392269766,9.0965768148668289,37375.439545014662,54808.199292191377,35.125413240989054,1487.3666128434097,1027.3829899519944
40.35,40.069396035086754,9.0826922564455952,37353.973822969827,54799.036328923779,35.116493809929665,1487.3096521426546,1027.3796311078681
40.65,40.366779177142348,9.0688059748581722,37332.507528695663,54789.8678284264,35.107568206006995,1487.2526569302463,1027.3762653694532
40.95,40.664166177123143,9.03636338735664,37266.11322279257,54744.557752365043,35.069846367407948,1487.0920884208585,1027.3533652159997
41.25,40.961555836572359,9.0141820246810784,37245.326155183786,54749.701357154721,35.069789613831446,1487.0154357071626,1027.3582800363145
41.55,41.258940451557642,8.9544142805233147,37212.702670134677,54798.033567435676,35.0944330978843,1486.8308136705011,1027.3886095226208
41.81090342452508,41.517562696201594,8.9459721587571455,37229.439384269936,54836.313436770652,35.120247516778861,1486.8357840003448,1027.4113745799177
